,SECRETARIA,CODIGO_INSTITUCION,NOMBRE_INSTITUCION,COD_DPTO,DEPARTAMENTO,COD_MPIO,MUNICIPIO,NATURALEZA,CERTIFICADO_CALIDAD,LAT,LNG
3765,secretaria de educacion municipal de dosquebradas,7692,centro ingles intensivo familiar-ciif,66,risaralda,66170,dosquebradas,privada,no,4.8361,-75.6761
3766,secretaria de educacion departamental nariño,7555,instituto de educacion tecnica inesur,52,nariño,52540,policarpa,privada,no,1.6283,-77.4603
3767,secretaria de educacion distrito bogota,7905,academia francesa de belleza,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3768,secretaria de educacion municipal de buga,3855,"centro integral de enseñanza en salud ""cendesalud""",76,valle del cauca,76111,guadalajara de buga,privada,no,3.9036,-76.2986
3769,secretaria de educacion municipal de girardot,9232,centro de formacion para el trabajo y desarrollo humano - cfac,25,cundinamarca,25307,girardot,privada,no,4.3036,-74.8039
3770,secretaria de educacion departamental cesar,7754,"escuela de artes, administracion, finanzas y salud ""eafys""",20,cesar,20710,san alberto,privada,no,7.7592,-73.3931
3771,secretaria de educacion municipal de ipiales,7332,centro educativo ivan illich,52,nariño,52356,ipiales,privada,no,0.8289,-77.6406
3772,secretaria de educacion municipal de villavicencio,3204,jorge tadeo lozano,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
3773,secretaria de educacion distrito cartagena,2861,corporacion de educacion y servicios educosta,13,bolivar,13001,cartagena,privada,si,10.4236,-75.5253
3774,secretaria de educacion departamental magdalena,5601,instituto de formacion para el trabajo darseini,47,magdalena,47053,aracataca,privada,no,10.5911,-74.185
3775,secretaria de educacion distrito barranquilla,6654,centro de educacion para el trabajo y desarrollo humano fundacion arquidiocesana de educacion funade,8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
3776,secretaria de educacion departamental santander,9009,unidades tecnicas de boyaca utb,68,santander,68190,cimitarra,privada,no,6.3133,-73.95
3778,secretaria de educacion distrito bogota,1622,academia de belleza chabelly,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3779,secretaria de educacion municipal de medellin,5604,escuela de metasofrologia cuantica,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3780,secretaria de educacion municipal de malambo,9438,"institucion educativa para el trabajo y desarrollo humano corporacion de estudios e investigaciones para el desarrollo social y empresarial en latino america""ceids""",8,atlantico,8433,malambo,privada,no,10.8595,-74.7739
3781,secretaria de educacion municipal de cali,3675,dempresa  escuela de gestion y formacion empresarial,76,valle del cauca,76001,cali,privada,si,3.44,-76.5197
3782,secretaria de educacion departamental valle,2165,instituto tecnico rafael nuñez,76,valle del cauca,76275,florida,privada,no,3.3217,-76.2347
3783,secretaria de educacion municipal de bello,8083,universidad de san buenaventura medellin - bello,5,antioquia,5088,bello,privada,no,6.3319,-75.5581
3784,secretaria de educacion departamental cordoba,5108,"instituto de capacitacion y formacion educativa ""systecom""",23,cordoba,23182,chinu,privada,no,9.1097,-75.3981
3785,secretaria de educacion municipal de zipaquira,8065,centro internacional de formacion agropecuaria - cifa,25,cundinamarca,25899,zipaquira,privada,no,5.0247,-74.0014
3786,secretaria de educacion distrito bogota,433,instituto  nuestra señora de la sabiduria para  sordos,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3787,secretaria de educacion municipal de turbo,7383,centro de sistemas de uraba,5,antioquia,5837,turbo,privada,si,8.0931,-76.7283
3788,secretaria de educacion departamental meta,8600,institucion de educacion para el trabajo y el desarrollo humano cenacap,50,meta,50711,vistahermosa,privada,no,3.1239,-73.7514
3789,secretaria de educacion municipal de cali,6609,escuela politecnica ciforted,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
3790,secretaria de educacion municipal de cali,3793,indearte instituto de arte de cali,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
3791,secretaria de educacion municipal de villavicencio,7854,odres nuevos,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
3793,secretaria de educacion municipal de armenia,2989,fundacion seminario biblico alianza de colombia.,63,quindio,63001,armenia,privada,no,4.5389,-75.6725
3794,secretaria de educacion municipal de armenia,2989,fundacion seminario biblico alianza de colombia.,63,quindio,63001,armenia,privada,no,6.1564,-75.7858
3795,secretaria de educacion distrito bogota,7786,sonico musicales sas,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3796,secretaria de educacion municipal de girardot,8368,instituto la fraternidad ift,25,cundinamarca,25307,girardot,privada,no,4.3036,-74.8039
3797,secretaria de educacion municipal de medellin,6099,corporacion formamos,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3798,secretaria de educacion municipal de cartago,5119,compucar system plus ltda,76,valle del cauca,76147,cartago,privada,no,4.75,-75.91
3799,secretaria de educacion municipal de cartago,5119,compucar system plus ltda,76,valle del cauca,76147,cartago,privada,no,1.5514,-77.1189
3800,secretaria de educacion municipal de riohacha,8214,"yes, i do english institute s.a.s.",44,la guajira,44001,riohacha,privada,no,11.5442,-72.9069
3801,secretaria de educacion municipal de cali,3286,centro cultural colombo americano ¿ sede norte,76,valle del cauca,76001,cali,privada,si,3.44,-76.5197
3802,secretaria de educacion departamental norte de santander,9307,ietdh instituto tecnico laboral y empresarial comfanorte ocaña,54,norte de santander,54498,ocaña,privada,no,8.2461,-73.3553
3803,secretaria de educacion municipal de turbo,8710,instituto metropolitano de educacion (cime),5,antioquia,5837,turbo,privada,no,8.0931,-76.7283
3804,secretaria de educacion departamental arauca,8195,"institucion de educacion para el trabajo y el desarrollo humano fundacion arco ""fundearco""",81,arauca,81001,arauca,privada,no,7.0903,-70.7617
3805,secretaria de educacion departamental boyaca,4020,"unidades tecnicas de boyaca ""utb""",15,boyaca,15572,puerto boyaca,privada,no,5.9761,-74.5875
3806,secretaria de educacion municipal de ibague,8558,jamestown english center,73,tolima,73001,ibague,privada,si,4.4378,-75.2006
3807,secretaria de educacion distrito bogota,530,berlitz colombia sa,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
3808,secretaria de educacion departamental valle,4446,escuela de mecanica dental del valle ltda,76,valle del cauca,76400,la union,privada,no,4.5331,-76.1006
3809,secretaria de educacion departamental valle,4446,escuela de mecanica dental del valle ltda,76,valle del cauca,76400,la union,privada,no,1.6053,-77.1297
3810,secretaria de educacion departamental valle,4446,escuela de mecanica dental del valle ltda,76,valle del cauca,76400,la union,privada,no,5.9728,-75.3611
3811,secretaria de educacion departamental valle,4446,escuela de mecanica dental del valle ltda,76,valle del cauca,76400,la union,privada,no,8.8572,-75.2767
3812,secretaria de educacion distrito cartagena,6538,corporacion instituto tecnico moderno de cartagena,13,bolivar,13001,cartagena,privada,no,10.4236,-75.5253
3813,secretaria de educacion departamental atlantico,8472,corporacion educativa de sistemas avanzados ceas,8,atlantico,8372,juan de acosta,privada,no,10.8286,-75.035
3814,secretaria de educacion municipal de sogamoso,5269,instituto arte y stylo`s,15,boyaca,15759,sogamoso,privada,no,5.7158,-72.9333
3815,secretaria de educacion municipal de neiva,8119,escuela colombiana del derecho y la ingenieria sas,41,huila,41001,neiva,privada,no,2.9275,-75.2875
3816,secretaria de educacion municipal de bucaramanga,774,instituto de educacion comfenalco,68,santander,68001,bucaramanga,privada,si,7.1186,-73.1161
3817,secretaria de educacion distrito bogota,8982,instituto de educacion para el trabajo y desarrollo humano politecnico albert newton,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3818,secretaria de educacion departamental cundinamarca,9091,escuela de formaciones tecnicas formates,25,cundinamarca,25402,la vega,privada,no,2.0008,-76.7778
3819,secretaria de educacion departamental cundinamarca,9091,escuela de formaciones tecnicas formates,25,cundinamarca,25402,la vega,privada,no,4.9978,-74.3398
3820,secretaria de educacion distrito cartagena,7699,institucion para el trabajo y desarrollo humano escuela productora de cine,13,bolivar,13001,cartagena,privada,no,10.4236,-75.5253
3821,secretaria de educacion municipal de medellin,7340,corporacion academia superior de artes,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3822,secretaria de educacion departamental cordoba,5626,institucion educativa afro-montelibanense,23,cordoba,23466,montelibano,privada,no,7.9711,-75.4181
3823,secretaria de educacion municipal de facatativa,7239,escuela de guias y adiestramiento canino,25,cundinamarca,25269,facatativa,oficial,no,4.8147,-74.3553
3824,secretaria de educacion departamental caldas,7351,politecnico superior san jose (antes de calazans),17,caldas,17380,la dorada,privada,no,5.4538,-74.6647
3825,secretaria de educacion departamental caldas,7351,politecnico superior san jose (antes de calazans),17,caldas,17380,la dorada,privada,no,0.3436,-76.9108
3826,secretaria de educacion departamental tolima,9460,cea autolibano s.a.s,73,tolima,73411,libano,privada,no,4.9206,-75.0611
3827,secretaria de educacion municipal de tumaco,6156,instituto tecnico empresarial shalom,52,nariño,52835,tumaco,privada,no,1.8067,-78.7647
3828,secretaria de educacion municipal de tunja,7231,"""origen academy""",15,boyaca,15001,tunja,privada,no,5.5403,-73.3614
3829,secretaria de educacion municipal de soacha,6873,academia internacional de belleza comsocial,25,cundinamarca,25754,soacha,privada,no,4.5781,-74.2144
3830,secretaria de educacion departamental caldas,5390,systemplus de occidente,17,caldas,17777,supia,privada,no,5.4506,-75.6514
3831,secretaria de educacion municipal de neiva,8445,"instituto tecnico de la economia solidaria ""itelso""",41,huila,41001,neiva,privada,no,2.9275,-75.2875
3832,secretaria de educacion distrito cartagena,9347,"escuela de hosteleria y gastronomia del caribe ""la cuisine"" sas.",13,bolivar,13001,cartagena,privada,no,10.4236,-75.5253
3833,secretaria de educacion municipal de medellin,6452,academia britanica de idiomas,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3834,secretaria de educacion distrito bogota,7105,instituto fe y alegria de educacion para el trabajo y desarrollo humano,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3835,secretaria de educacion municipal de medellin,1904,escuela tecnica sin fronteras,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3836,secretaria de educacion municipal de villavicencio,7101,cenfotec,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
3837,secretaria de educacion municipal de sahagun,5675,"instituto de capacitacion y formacion educativa ""systecom"".",23,cordoba,23660,sahagun,privada,no,8.9462,-75.4427
3838,secretaria de educacion municipal de medellin,2925,escuela latinoamericana de educacion,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3839,secretaria de educacion municipal de florencia,4488,corporacion pedagogica y empresarial de colombia - corpecol,18,caqueta,18001,florencia,privada,no,1.6142,-75.6117
3840,secretaria de educacion municipal de florencia,4488,corporacion pedagogica y empresarial de colombia - corpecol,18,caqueta,18001,florencia,privada,no,1.6822,-77.0722
3841,secretaria de educacion distrito bogota,8784,centro de idiomas y cultura wordbee sede norte,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
3842,secretaria de educacion distrito bogota,6522,centro de lenguas de la escuela tecnologica instituto tecnico central,11,bogota d.c.,11001,bogota,oficial,no,4.6126,-74.0705
3843,secretaria de educacion municipal de ipiales,4342,instituto de educacion tecnica inesur,52,nariño,52356,ipiales,privada,no,0.8289,-77.6406
3844,secretaria de educacion departamental amazonas,9030,instituto de educacion tecnica idetec- leticia,91,amazonas,91001,leticia,privada,no,-4.215,-69.9411
3845,secretaria de educacion municipal de ibague,6804,academia de criminalistica juan vucetich,73,tolima,73001,ibague,privada,no,4.4378,-75.2006
3846,secretaria de educacion municipal de neiva,4740,"instituto de lenguas estranjeras de la universidad surcolombiana ""ileusco""",41,huila,41001,neiva,oficial,no,2.9275,-75.2875
3847,secretaria de educacion municipal de palmira,1518,escuela de empresarios camara de comercio de palmira,76,valle del cauca,76520,palmira,privada,no,3.5394,-76.3036
3848,secretaria de educacion municipal de ibague,6997,centro de estudios e investigaciones meicol,73,tolima,73001,ibague,privada,no,4.4378,-75.2006
3849,secretaria de educacion municipal de cucuta,9259,instituto de desarrollo educativo del norte de santander idens,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
3850,secretaria de educacion municipal de cali,2662,academia de belleza carrusel,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
3851,secretaria de educacion municipal de envigado,9316,institucion universitaria de envigado,5,antioquia,5266,envigado,oficial,no,6.1719,-75.5803
3852,secretaria de educacion municipal de buenaventura,3622,compusistemas de buenaventura e.u,76,valle del cauca,76109,buenaventura,privada,no,3.8772,-77.0267
3853,secretaria de educacion municipal de medellin,8607,escuela andina de automovilismo - etdh,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3854,secretaria de educacion distrito bogota,6134,academia de belleza marina del mar,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3855,secretaria de educacion municipal de popayan,3844,"instituto de educacion para el desarrollo comunitario y social ""indecs"" sagrado corazon de jesus",19,cauca,19001,popayan,privada,no,2.4411,-76.6061
3856,secretaria de educacion municipal de cali,3289,centro nacional de capacitacion laboral - cenal,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
3857,secretaria de educacion municipal de sincelejo,8983,"centro educativo de formacion laboral ""cenfor""",70,sucre,70001,sincelejo,privada,no,9.2994,-75.3958
3858,secretaria de educacion departamental cauca,6746,fundacion instituto mundo creativo,19,cauca,19142,caloto,privada,no,3.0359,-76.4079
3859,secretaria de educacion municipal de bucaramanga,9417,institucion de formacion y educacion tecnica feducatec,68,santander,68001,bucaramanga,privada,no,7.1186,-73.1161
3860,secretaria de educacion municipal de bucaramanga,5041,"corporacion educativa tecnica y empresarial de colombia ""corpotecc""",68,santander,68001,bucaramanga,privada,no,7.1186,-73.1161
3861,secretaria de educacion municipal de pereira,7725,"centro de estudios tecnicos cet ""ideas""",66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
3862,secretaria de educacion departamental amazonas,9209,politecnico nacional de artes y oficios - ponao -,91,amazonas,91001,leticia,privada,no,-4.215,-69.9411
3863,secretaria de educacion departamental de antioquia,1045,inteco instituto tecnico comercial,5,antioquia,5129,caldas,privada,no,6.0886,-75.6361
3864,secretaria de educacion departamental de antioquia,1045,inteco instituto tecnico comercial,5,antioquia,5129,caldas,privada,no,5.5546,-73.8657
3865,secretaria de educacion municipal de bello,4911,i.e. de la academia de lenguaje universal /universal language academy sas,5,antioquia,5088,bello,privada,no,6.3319,-75.5581
3866,secretaria de educacion municipal de bello,7746,universidad de antioquia,5,antioquia,5088,bello,oficial,no,6.3319,-75.5581
3867,secretaria de educacion municipal de sogamoso,5005,instituto  tecnico de colombia por competencias s.a.s,15,boyaca,15759,sogamoso,privada,no,5.7158,-72.9333
3868,secretaria de educacion municipal de manizales,3261,instituto tecnico de administracion y sistemas - intas,17,caldas,17001,manizales,privada,no,5.0661,-75.4847
3869,secretaria de educacion departamental huila,1473,"centro ""cesalud""",41,huila,41298,garzon,privada,no,2.1961,-75.6292
3870,secretaria de educacion departamental atlantico,8262,corporacion tecnica de estudios especializada del caribe - codetec,8,atlantico,8638,sabanalarga,privada,no,10.63,-74.9236
3871,secretaria de educacion departamental atlantico,8262,corporacion tecnica de estudios especializada del caribe - codetec,8,atlantico,8638,sabanalarga,privada,no,6.8489,-75.8171
3872,secretaria de educacion departamental atlantico,8262,corporacion tecnica de estudios especializada del caribe - codetec,8,atlantico,8638,sabanalarga,privada,no,4.8543,-73.04
3873,secretaria de educacion departamental caldas,2097,politecnica de los andes s.a.s (antes g y g - regional de occidente),17,caldas,17614,riosucio,privada,no,5.4208,-75.7028
3874,secretaria de educacion departamental caldas,2097,politecnica de los andes s.a.s (antes g y g - regional de occidente),17,caldas,17614,riosucio,privada,no,7.4386,-77.1133
3875,secretaria de educacion departamental cordoba,7336,instituto tecnico de enseñanza nuevo horizonte,23,cordoba,23555,planeta rica,privada,no,8.4089,-75.5819
3876,secretaria de educacion distrito bogota,7987,institucion educativa alexander fleming,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3877,secretaria de educacion distrito santa marta,7831,"fundaciòn para la educaciòn maritima, portuaria y de pesca ""fundamar""",47,magdalena,47001,santa marta,privada,si,11.2361,-74.2017
3878,secretaria de educacion departamental risaralda,7615,centro integral de capacitacion comfamiliar,66,risaralda,66400,la virginia,privada,no,4.8967,-75.8839
3879,secretaria de educacion municipal de medellin,6406,academia de belleza zeus,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3880,secretaria de educacion municipal de manizales,9169,escuela living s.a.s.,17,caldas,17001,manizales,privada,no,5.0661,-75.4847
3881,secretaria de educacion municipal de girardot,4335,compusis de colombia ltda,25,cundinamarca,25307,girardot,privada,no,4.3036,-74.8039
3883,secretaria de educacion municipal de florencia,1008,academia colombiana de formacion tecnica aicf,18,caqueta,18001,florencia,privada,no,1.6142,-75.6117
3884,secretaria de educacion municipal de florencia,1008,academia colombiana de formacion tecnica aicf,18,caqueta,18001,florencia,privada,no,1.6822,-77.0722
3885,secretaria de educacion distrito bogota,240,centro de educacion para el trabajo cafam,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
3886,secretaria de educacion municipal de buenaventura,9427,"instituto de capacitacion integral esperanza y salud s.a.s ""inciesalud""",76,valle del cauca,76109,buenaventura,privada,no,3.8772,-77.0267
3887,secretaria de educacion departamental tolima,8494,instituto rafael garcia herreros,73,tolima,73124,cajamarca,privada,no,4.4423,-75.4287
3888,secretaria de educacion departamental arauca,6532,fundacion educativa obrera,81,arauca,81001,arauca,privada,si,7.0903,-70.7617
3889,secretaria de educacion departamental de antioquia,9325,instituto torre de babel,5,antioquia,5591,puerto triunfo,privada,no,5.8728,-74.6397
3890,secretaria de educacion municipal de medellin,2911,centro de sistemas de antioquia censa,5,antioquia,5001,medellin,privada,si,6.2447,-75.5748
3891,secretaria de educacion departamental cesar,7153,"unidades tecnicas del cesar ""utc""",20,cesar,20011,aguachica,privada,no,8.3067,-73.6153
3892,secretaria de educacion municipal de turbo,8249,"academia de ingles ""martin luther king jr""",5,antioquia,5837,turbo,privada,no,8.0931,-76.7283
3893,secretaria de educacion municipal de yopal,4458,instituto politecnico industrial de telecomunicaciones ipit,85,casanare,85001,yopal,privada,no,5.3306,-72.3906
3894,secretaria de educacion departamental risaralda,4551,instituto tecnico de sistemas mistrato e.u.,66,risaralda,66456,mistrato,privada,no,5.2978,-75.8828
3895,secretaria de educacion municipal de ibague,6787,escuela de capacitacion petrolera ecapetrol sas,73,tolima,73001,ibague,privada,no,4.4378,-75.2006
3896,secretaria de educacion municipal de duitama,9576,"instituto para el trabajo y desarrollo humano centro inteligente de competencias innovacion e investigacion ""cideci""",15,boyaca,15238,duitama,privada,no,5.8219,-73.0297
3897,secretaria de educacion municipal de ipiales,4354,centro internacional de estudios world study,52,nariño,52356,ipiales,privada,no,0.8289,-77.6406
3898,secretaria de educacion distrito bogota,6687,centro de lenguas universidad ecci,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3899,secretaria de educacion municipal de neiva,8899,comunicate escuela de formacion,41,huila,41001,neiva,privada,no,2.9275,-75.2875
3900,secretaria de educacion municipal de yopal,8685,corporacion educativa easy,85,casanare,85001,yopal,privada,no,5.3306,-72.3906
3901,secretaria de educacion municipal de cali,2892,academia scotland yard,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
3902,secretaria de educacion municipal de medellin,5140,centro de artesanias pequeñas industrias y manualidades carpima,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3903,secretaria de educacion municipal de ibague,2721,instituto tecnico integral en cosmetologia y estetica facial y corporal facam,73,tolima,73001,ibague,privada,no,4.4378,-75.2006
3904,secretaria de educacion municipal de cucuta,7281,halcones de cucuta,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
3905,secretaria de educacion municipal de giron,8497,corporacion unidades tecnicas san juan bosco - utb,68,santander,68307,giron,privada,no,7.0731,-73.1681
3906,secretaria de educacion distrito bogota,9372,escuela de belleza nuevas tendencias,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3907,secretaria de educacion departamental boyaca,3989,"academia empresarial ""acem""",15,boyaca,15176,chiquinquira,privada,no,5.6175,-73.8164
3908,secretaria de educacion municipal de neiva,9476,opes & eduvial,41,huila,41001,neiva,privada,no,2.9275,-75.2875
3909,secretaria de educacion departamental nariño,7531,intec & sistem,52,nariño,52110,buesaco,privada,no,1.3847,-77.1564
3910,secretaria de educacion distrito bogota,6717,escuela de capacitacion laboral jose celestino mutis,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3911,secretaria de educacion departamental choco,7422,"escuela de comercio, sistemas y computacion ecosistemas",27,choco,27800,unguia,privada,no,8.045,-77.09
3912,secretaria de educacion municipal de buenaventura,9056,centro de estudios comunitarios en salud ¿ cecosalud,76,valle del cauca,76109,buenaventura,privada,no,3.8772,-77.0267
3913,secretaria de educacion municipal de lorica,9409,"corporacion politecnica del pacifico ""corpa""",23,cordoba,23417,lorica,privada,no,9.2419,-75.816
3914,secretaria de educacion municipal de pereira,5275,fundacion universitaria del area andina,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
3915,secretaria de educacion municipal de ibague,5678,escuela de formacion artistica y cultural de ibague - efac,73,tolima,73001,ibague,oficial,no,4.4378,-75.2006
3916,secretaria de educacion municipal de armenia,846,instituto tecnico american business school,63,quindio,63001,armenia,privada,si,4.5389,-75.6725
3917,secretaria de educacion municipal de armenia,846,instituto tecnico american business school,63,quindio,63001,armenia,privada,si,6.1564,-75.7858
3918,secretaria de educacion distrito bogota,4895,estetica rejuvenezca,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3919,secretaria de educacion municipal de ibague,4057,scala academia musical,73,tolima,73001,ibague,privada,no,4.4378,-75.2006
3920,secretaria de educacion departamental risaralda,8213,politecnico empresarial del area andina,66,risaralda,66682,santa rosa de cabal,privada,no,4.8672,-75.6211
3921,secretaria de educacion distrito bogota,7695,instituto spira,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3922,secretaria de educacion departamental valle,8805,escuela de formacion bomberil  villagorgona,76,valle del cauca,76130,candelaria,privada,no,10.4592,-74.8806
3923,secretaria de educacion departamental valle,8805,escuela de formacion bomberil  villagorgona,76,valle del cauca,76130,candelaria,privada,no,3.4067,-76.3482
3924,secretaria de educacion municipal de pasto,5079,inem luis delfin insuasty rodriguez - pasto,52,nariño,52001,pasto,oficial,no,1.2136,-77.2811
3925,secretaria de educacion municipal de cucuta,7214,academia de belleza angeles style,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
3926,secretaria de educacion municipal de buga,8557,tera 3d,76,valle del cauca,76111,guadalajara de buga,privada,no,3.9036,-76.2986
3927,secretaria de educacion departamental meta,9290,institucion de educacion para el trabajo y el desarrollo humano incat ltda,50,meta,50313,granada,privada,no,6.1442,-75.1853
3928,secretaria de educacion departamental meta,9290,institucion de educacion para el trabajo y el desarrollo humano incat ltda,50,meta,50313,granada,privada,no,4.5186,-74.3514
3929,secretaria de educacion departamental meta,9290,institucion de educacion para el trabajo y el desarrollo humano incat ltda,50,meta,50313,granada,privada,no,3.5462,-73.7069
3930,secretaria de educacion municipal de bello,6973,escuela de paramedicos del norte s.a.s,5,antioquia,5088,bello,privada,no,6.3319,-75.5581
3931,secretaria de educacion distrito bogota,5160,universidad sergio arboleda,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3932,secretaria de educacion municipal de neiva,8825,instituto tecnico paulo freire,41,huila,41001,neiva,privada,no,2.9275,-75.2875
3933,secretaria de educacion distrito bogota,9457,universidad ean,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3934,secretaria de educacion municipal de popayan,6922,fundacion universitaria   de popayan,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
3935,secretaria de educacion distrito barranquilla,4938,"instituto tecnico del norte ""itn""",8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
3936,secretaria de educacion municipal de palmira,8273,celeste centro de formacion en estetica integral,76,valle del cauca,76520,palmira,privada,no,3.5394,-76.3036
3937,secretaria de educacion distrito bogota,4040,academia francesa de belleza liza duputel,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3938,secretaria de educacion municipal de cali,3092,escuela gastronomica de occidente s.a.s - ego s.a.s,76,valle del cauca,76001,cali,privada,si,3.44,-76.5197
3939,secretaria de educacion municipal de popayan,4231,escuela de formacion tecnica del cauca - eft,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
3940,secretaria de educacion departamental atlantico,8423,centro de formacion tecnica del caribe,8,atlantico,8685,santo tomas,privada,no,10.7577,-74.7545
3941,secretaria de educacion distrito bogota,5256,centro de pensamiento creativo y empresarial ce & ce s a s,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3942,secretaria de educacion municipal de palmira,9329,escuela de aviacion inec,76,valle del cauca,76520,palmira,privada,no,3.5394,-76.3036
3943,secretaria de educacion municipal de medellin,4987,institucion universitaria pascual bravo,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3944,secretaria de educacion departamental cauca,8855,instituto colombiano de capacitacion en salud - iccsa,19,cauca,19573,puerto tejada,privada,no,3.23,-76.4175
3945,secretaria de educacion municipal de bucaramanga,7035,instituto de estudios para la salud ies,68,santander,68001,bucaramanga,privada,no,7.1186,-73.1161
3946,secretaria de educacion municipal de manizales,8732,instituto de formacion domingo de alboraya,17,caldas,17001,manizales,privada,no,5.0661,-75.4847
3947,secretaria de educacion municipal de yopal,8453,institucion de educacion para el trabajo y desarrollo humano academia tecnica de belleza integral genesis,85,casanare,85001,yopal,privada,no,5.3306,-72.3906
3948,secretaria de educacion distrito barranquilla,6809,escuela dr. amin ariza,8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
3949,secretaria de educacion departamental bolivar,9452,corporacion para el desarrollo integral y sostenible de arjona - corpoidear,13,bolivar,13052,arjona,privada,no,10.255,-75.3447
3950,secretaria de educacion municipal de cali,6507,escuela de enfermeria del valle - edenv,76,valle del cauca,76001,cali,privada,si,3.44,-76.5197
3951,secretaria de educacion municipal de bucaramanga,4710,colombia college,68,santander,68001,bucaramanga,privada,no,7.1186,-73.1161
3952,secretaria de educacion departamental tolima,8074,instituto rafael garcia herreros,73,tolima,73408,lerida,oficial,no,4.86,-74.9131
3953,secretaria de educacion municipal de medellin,4980,descubra ingles / discover english,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3954,secretaria de educacion municipal de buenaventura,8790,academia de belleza luz y color,76,valle del cauca,76109,buenaventura,privada,no,3.8772,-77.0267
3955,secretaria de educacion municipal de florencia,3888,"educar y educar escuela colombiana de capacitacion petrolera s.a.s. "" eccapetrol s.a.s.""",18,caqueta,18001,florencia,privada,no,1.6142,-75.6117
3956,secretaria de educacion municipal de florencia,3888,"educar y educar escuela colombiana de capacitacion petrolera s.a.s. "" eccapetrol s.a.s.""",18,caqueta,18001,florencia,privada,no,1.6822,-77.0722
3957,secretaria de educacion municipal de giron,8016,institucion educativa la rioja - itr,68,santander,68307,giron,privada,no,7.0731,-73.1681
3958,secretaria de educacion departamental de antioquia,8697,centro tecnico de informacion laboral - formamos,5,antioquia,5480,mutata,privada,no,7.2433,-76.4358
3959,secretaria de educacion distrito bogota,393,esae escuela de auxiliares en enfermeria instituto de educacion para el trabajo y el desarrollo humano,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3960,secretaria de educacion departamental tolima,8568,cecontec - prado,73,tolima,73563,prado,privada,no,3.7489,-74.9281
3961,secretaria de educacion municipal de cali,6793,fundacion seminarios caminos para triunfadores,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
3962,secretaria de educacion distrito bogota,9407,instituto americano para el trabajo y el desrrollo american school way - bosa,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3963,secretaria de educacion municipal de pasto,1564,valentino instituto tecnico de peluqueria y cosmetica,52,nariño,52001,pasto,privada,no,1.2136,-77.2811
